NomJoueur1;;PrenomJoueur1;Nationalite1;01/01/1989;Lieu1;Droitier;Entraineur1;70;170;homme
NomJoueur32;;PrenomJoueur32;Nationalite12;12/01/1989;Lieu12;Droitier;Entraineur12;81;181;homme
NomJoueur33;;PrenomJoueur33;Nationalite13;13/01/1989;Lieu13;Droitier;Entraineur13;82;182;homme
NomJoueur34;;PrenomJoueur34;Nationalite14;14/01/1989;Lieu14;Droitier;Entraineur14;83;183;homme
NomJoueur35;;PrenomJoueur35;Nationalite15;15/01/1989;Lieu15;Droitier;Entraineur15;84;184;homme
NomJoueur36;;PrenomJoueur36;Nationalite16;16/01/1989;Lieu16;Droitier;Entraineur16;85;185;homme
NomJoueur37;;PrenomJoueur37;Nationalite17;17/01/1989;Lieu17;Droitier;Entraineur17;86;186;homme
NomJoueur38;;PrenomJoueur38;Nationalite18;18/01/1989;Lieu18;Droitier;Entraineur18;88;188;homme
NomJoueur39;;PrenomJoueur39;Nationalite19;19/01/1989;Lieu19;Droitier;Entraineur19;89;189;homme
NomJoueur40;;PrenomJoueur40;Nationalite1;10/09/1985;Lieu20;Gaucher;Entraineur20;90;190;homme
NomJoueur41;;PrenomJoueur41;Nationalite1;11/09/1985;Lieu21;Gaucher;Entraineur21;90;190;homme
NomJoueur42;;PrenomJoueur42;Nationalite2;12/09/1985;Lieu22;Gaucher;Entraineur22;91;191;homme
NomJoueur43;;PrenomJoueur43;Nationalite3;13/09/1985;Lieu23;Gaucher;Entraineur23;92;192;homme
NomJoueur44;;PrenomJoueur44;Nationalite4;14/09/1985;Lieu24;Gaucher;Entraineur24;93;193;homme
NomJoueur45;;PrenomJoueur45;Nationalite5;15/09/1985;Lieu25;Gaucher;Entraineur25;94;194;homme
NomJoueur46;;PrenomJoueur46;Nationalite6;16/09/1985;Lieu26;Gaucher;Entraineur26;95;195;homme
NomJoueur47;;PrenomJoueur47;Nationalite7;17/09/1985;Lieu27;Gaucher;Entraineur27;96;196;homme
NomJoueur48;;PrenomJoueur48;Nationalite8;18/09/1985;Lieu28;Gaucher;Entraineur28;98;198;homme
NomJoueur49;;PrenomJoueur49;Nationalite9;19/09/1985;Lieu29;Gaucher;Entraineur29;99;199;homme
NomJoueur50;;PrenomJoueur40;Nationalite10;10/01/1989;Lieu10;Droitier;Entraineur10;70;180;homme
NomJoueur51;;PrenomJoueur41;Nationalite11;11/01/1989;Lieu11;Droitier;Entraineur11;80;180;homme
NomJoueur52;;PrenomJoueur42;Nationalite12;12/01/1989;Lieu12;Droitier;Entraineur12;81;181;homme
NomJoueur53;;PrenomJoueur43;Nationalite13;13/01/1989;Lieu13;Droitier;Entraineur13;82;182;homme
NomJoueur54;;PrenomJoueur44;Nationalite14;14/01/1989;Lieu14;Droitier;Entraineur14;83;183;homme
NomJoueur55;;PrenomJoueur45;Nationalite15;15/01/1989;Lieu15;Droitier;Entraineur15;84;184;homme
NomJoueur56;;PrenomJoueur46;Nationalite16;16/01/1989;Lieu16;Droitier;Entraineur16;85;185;homme
NomJoueur57;;PrenomJoueur47;Nationalite17;17/01/1989;Lieu17;Droitier;Entraineur17;86;186;homme
NomJoueur58;;PrenomJoueur48;Nationalite18;18/01/1989;Lieu18;Droitier;Entraineur18;88;188;homme
NomJoueur59;;PrenomJoueur49;Nationalite19;19/01/1989;Lieu19;Droitier;Entraineur19;89;189;homme
NomJoueur60;;PrenomJoueur60;Nationalite21;20/05/1985;Lieu20;Gaucher;Entraineur20;90;190;homme
NomJoueur61;;PrenomJoueur61;Nationalite21;21/05/1985;Lieu21;Gaucher;Entraineur21;90;190;homme
NomJoueur62;;PrenomJoueur62;Nationalite22;22/05/1985;Lieu22;Gaucher;Entraineur22;91;191;homme
NomJoueur63;;PrenomJoueur63;Nationalite23;23/05/1985;Lieu23;Gaucher;Entraineur23;92;192;homme
NomJoueur64;;PrenomJoueur64;Nationalite24;24/05/1985;Lieu24;Gaucher;Entraineur24;93;193;homme
NomJoueur65;;PrenomJoueur65;Nationalite25;25/05/1985;Lieu25;Gaucher;Entraineur25;94;194;homme
NomJoueur66;;PrenomJoueur66;Nationalite26;26/05/1985;Lieu26;Gaucher;Entraineur26;95;195;homme
NomJoueur67;;PrenomJoueur67;Nationalite27;27/05/1985;Lieu27;Gaucher;Entraineur27;96;196;homme
NomJoueur68;;PrenomJoueur68;Nationalite28;28/05/1985;Lieu28;Gaucher;Entraineur28;98;198;homme
NomJoueur69;;PrenomJoueur69;Nationalite29;29/05/1985;Lieu29;Gaucher;Entraineur29;99;199;homme
NomJoueur70;;PrenomJoueur70;Nationalite10;10/01/1989;Lieu10;Gaucher;Entraineur10;70;180;homme
NomJoueur71;;PrenomJoueur71;Nationalite11;11/01/1989;Lieu11;Gaucher;Entraineur11;80;180;homme
NomJoueur72;;PrenomJoueur72;Nationalite12;12/01/1989;Lieu12;Gaucher;Entraineur12;81;181;homme
NomJoueur73;;PrenomJoueur73;Nationalite13;13/01/1989;Lieu13;Gaucher;Entraineur13;82;182;homme
NomJoueur74;;PrenomJoueur74;Nationalite14;14/01/1989;Lieu14;Gaucher;Entraineur14;83;183;homme
NomJoueur75;;PrenomJoueur75;Nationalite15;15/01/1989;Lieu15;Gaucher;Entraineur15;84;184;homme
NomJoueur76;;PrenomJoueur76;Nationalite16;16/01/1989;Lieu16;Gaucher;Entraineur16;85;185;homme
NomJoueur77;;PrenomJoueur77;Nationalite17;17/01/1989;Lieu17;Gaucher;Entraineur17;86;186;homme
NomJoueur78;;PrenomJoueur78;Nationalite18;18/01/1989;Lieu18;Gaucher;Entraineur18;88;188;homme
NomJoueur79;;PrenomJoueur79;Nationalite19;19/01/1989;Lieu19;Gaucher;Entraineur19;89;189;homme
NomJoueur80;;PrenomJoueur80;Nationalite1;10/09/1985;Lieu20;Gaucher;Entraineur20;90;190;homme
NomJoueur81;;PrenomJoueur81;Nationalite1;11/09/1985;Lieu21;Gaucher;Entraineur21;90;190;homme
NomJoueur82;;PrenomJoueur82;Nationalite2;12/09/1985;Lieu22;Gaucher;Entraineur22;91;191;homme
NomJoueur83;;PrenomJoueur83;Nationalite3;13/09/1985;Lieu23;Gaucher;Entraineur23;92;192;homme
NomJoueur84;;PrenomJoueur84;Nationalite4;14/09/1985;Lieu24;Gaucher;Entraineur24;93;193;homme
NomJoueur85;;PrenomJoueur85;Nationalite5;15/09/1985;Lieu25;Gaucher;Entraineur25;94;194;homme
NomJoueur86;;PrenomJoueur86;Nationalite6;16/09/1985;Lieu26;Gaucher;Entraineur26;95;195;homme
NomJoueur87;;PrenomJoueur87;Nationalite7;17/09/1985;Lieu27;Gaucher;Entraineur27;96;196;homme
NomJoueur88;;PrenomJoueur88;Nationalite8;18/09/1985;Lieu28;Gaucher;Entraineur28;98;198;homme
NomJoueur89;;PrenomJoueur89;Nationalite9;19/09/1985;Lieu29;Gaucher;Entraineur29;99;199;homme
NomJoueur90;;PrenomJoueur90;Nationalite10;10/01/1989;Lieu10;Droitier;Entraineur10;70;180;homme
NomJoueur91;;PrenomJoueur91;Nationalite11;11/01/1989;Lieu11;Droitier;Entraineur11;80;180;homme
NomJoueur92;;PrenomJoueur92;Nationalite12;12/01/1989;Lieu12;Droitier;Entraineur12;81;181;homme
NomJoueur93;;PrenomJoueur93;Nationalite13;13/01/1989;Lieu13;Droitier;Entraineur13;82;182;homme
NomJoueur94;;PrenomJoueur94;Nationalite14;14/01/1989;Lieu14;Droitier;Entraineur14;83;183;homme
NomJoueur95;;PrenomJoueur95;Nationalite15;15/01/1989;Lieu15;Droitier;Entraineur15;84;184;homme
NomJoueur96;;PrenomJoueur96;Nationalite16;16/01/1989;Lieu16;Droitier;Entraineur16;85;185;homme
NomJoueur97;;PrenomJoueur97;Nationalite17;17/01/1989;Lieu17;Droitier;Entraineur17;86;186;homme
NomJoueur98;;PrenomJoueur98;Nationalite18;18/01/1989;Lieu18;Droitier;Entraineur18;88;188;homme
NomJoueur99;;PrenomJoueur99;Nationalite19;19/01/1989;Lieu19;Droitier;Entraineur19;89;189;homme
NomJoueur140;;PrenomJoueur140;Nationalite1;10/09/1985;Lieu20;Gaucher;Entraineur20;90;190;homme
NomJoueur141;;PrenomJoueur141;Nationalite1;11/09/1985;Lieu21;Gaucher;Entraineur21;90;190;homme
NomJoueur142;;PrenomJoueur142;Nationalite2;12/09/1985;Lieu22;Gaucher;Entraineur22;91;191;homme
NomJoueur143;;PrenomJoueur143;Nationalite3;13/09/1985;Lieu23;Gaucher;Entraineur23;92;192;homme
NomJoueur144;;PrenomJoueur144;Nationalite4;14/09/1985;Lieu24;Gaucher;Entraineur24;93;193;homme
NomJoueur145;;PrenomJoueur145;Nationalite5;15/09/1985;Lieu25;Gaucher;Entraineur25;94;194;homme
NomJoueur146;;PrenomJoueur146;Nationalite6;16/09/1985;Lieu26;Gaucher;Entraineur26;95;195;homme
NomJoueur147;;PrenomJoueur147;Nationalite7;17/09/1985;Lieu27;Gaucher;Entraineur27;96;196;homme
NomJoueur148;;PrenomJoueur148;Nationalite8;18/09/1985;Lieu28;Gaucher;Entraineur28;98;198;homme
NomJoueur149;;PrenomJoueur149;Nationalite9;19/09/1985;Lieu29;Gaucher;Entraineur29;99;199;homme
NomJoueur150;;PrenomJoueur150;Nationalite10;10/01/1989;Lieu10;Droitier;Entraineur10;70;180;homme
NomJoueur151;;PrenomJoueur151;Nationalite11;11/01/1989;Lieu11;Droitier;Entraineur11;80;180;homme
NomJoueur152;;PrenomJoueur152;Nationalite12;12/01/1989;Lieu12;Droitier;Entraineur12;81;181;homme
NomJoueur153;;PrenomJoueur153;Nationalite13;13/01/1989;Lieu13;Droitier;Entraineur13;82;182;homme
NomJoueur154;;PrenomJoueur154;Nationalite14;14/01/1989;Lieu14;Droitier;Entraineur14;83;183;homme
NomJoueur155;;PrenomJoueur155;Nationalite15;15/01/1989;Lieu15;Droitier;Entraineur15;84;184;homme
NomJoueur156;;PrenomJoueur156;Nationalite16;16/01/1989;Lieu16;Droitier;Entraineur16;85;185;homme
NomJoueur157;;PrenomJoueur157;Nationalite17;17/01/1989;Lieu17;Droitier;Entraineur17;86;186;homme
NomJoueur158;;PrenomJoueur158;Nationalite18;18/01/1989;Lieu18;Droitier;Entraineur18;88;188;homme
NomJoueur159;;PrenomJoueur159;Nationalite19;19/01/1989;Lieu19;Droitier;Entraineur19;89;189;homme
NomJoueur160;;PrenomJoueur160;Nationalite1;10/09/1985;Lieu20;Gaucher;Entraineur20;90;190;homme
NomJoueur161;;PrenomJoueur161;Nationalite1;11/09/1985;Lieu21;Gaucher;Entraineur21;90;190;homme
NomJoueur162;;PrenomJoueur162;Nationalite2;12/09/1985;Lieu22;Gaucher;Entraineur22;91;191;homme
NomJoueur163;;PrenomJoueur163;Nationalite3;13/09/1985;Lieu23;Gaucher;Entraineur23;92;192;homme
NomJoueur164;;PrenomJoueur164;Nationalite4;14/09/1985;Lieu24;Gaucher;Entraineur24;93;193;homme
NomJoueur165;;PrenomJoueur165;Nationalite5;15/09/1985;Lieu25;Gaucher;Entraineur25;94;194;homme
NomJoueur166;;PrenomJoueur166;Nationalite6;16/09/1985;Lieu26;Gaucher;Entraineur26;95;195;homme
NomJoueur167;;PrenomJoueur167;Nationalite7;17/09/1985;Lieu27;Gaucher;Entraineur27;96;196;homme
NomJoueur168;;PrenomJoueur167;Nationalite7;17/09/1985;Lieu27;Gaucher;Entraineur27;96;196;homme
